pdb-id,F_Voronota_glob_light_score,F_Voronota_glob_dark_score,F_Voronota_glob_area,F_Voronota_glob_area_per_atom,F_Voronota_glob_nonprotein_area,F_Voronota_glob_volume,F_Voronota_glob_volume_per_atom,F_Voronota_glob_energy,F_Voronota_glob_energy_norm,F_Voronota_glob_energy_per_atom,F_Voronota_glob_sas_area,F_Voronota_glob_sas_area_per_atom,F_Voronota_glob_sas_energy,F_Voronota_glob_sas_energy_norm,F_Voronota_glob_sas_energy_per_atom,F_Voronota_glob_nonsas_area,F_Voronota_glob_nonsas_area_per_atom,F_Voronota_glob_nonsas_energy,F_Voronota_glob_nonsas_energy_norm,F_Voronota_glob_nonsas_energy_per_atom,F_Voronota_iface_atoms,F_Voronota_iface_atoms_light_score,F_Voronota_iface_area,F_Voronota_iface_energy,F_Voronota_iface_energy_norm,F_Voronota_iface_energy_per_atom,F_Voronota_iface_shelled_energy,F_Voronota_iface_shelled_energy_norm,F_Voronota_iface_shelled_energy_per_atom,F_Voronota_iface_expanded_area,F_Voronota_iface_expanded_energy,F_Voronota_iface_expanded_energy_norm,F_Voronota_iface_expanded_energy_per_atom,F_Voronota_iface_expanded_shelled_energy,F_Voronota_iface_expanded_shelled_energy_norm,F_Voronota_iface_expanded_shelled_energy_per_atom,F_Voronota_split_light_score,F_Voronota_split_dark_score,F_Voronota_split_area,F_Voronota_split_area_per_atom,F_Voronota_split_volume,F_Voronota_split_volume_per_atom,F_Voronota_split_energy,F_Voronota_split_energy_norm,F_Voronota_split_energy_per_atom,F_Voronota_split_sas_area,F_Voronota_split_sas_area_per_atom,F_Voronota_split_sas_energy,F_Voronota_split_sas_energy_norm,F_Voronota_split_sas_energy_per_atom,F_Voronota_split_nonsas_area,F_Voronota_split_nonsas_area_per_atom,F_Voronota_split_nonsas_energy,F_Voronota_split_nonsas_energy_norm,F_Voronota_split_nonsas_energy_per_atom,F_Voronota_diff_glob_light_score,F_Voronota_diff_glob_dark_score,F_Voronota_diff_glob_area,F_Voronota_diff_glob_area_per_atom,F_Voronota_diff_glob_energy,F_Voronota_diff_glob_energy_norm,F_Voronota_diff_glob_energy_per_atom,F_Voronota_diff_glob_volume,F_Voronota_diff_glob_volume_per_atom,F_Voronota_diff_sas_area,F_Voronota_diff_sas_area_per_atom,F_Voronota_diff_sas_energy,F_Voronota_diff_sas_energy_norm,F_Voronota_diff_sas_energy_per_atom,F_Voronota_diff_nonsas_area,F_Voronota_diff_nonsas_area_per_atom,F_Voronota_diff_nonsas_energy,F_Voronota_diff_nonsas_energy_norm,F_Voronota_diff_nonsas_energy_per_atom,Training
6i97_1,0.41206,0.56852,137876,11.58817,0,281576,23.66583,-24062,-0.17452,-2.02236,60382.9,5.07505,6119.06,0.10134,0.51429,77493.1,6.51312,-30181.06,-0.38947,-2.53665,441,0.33559,1727.33,-262.63,-0.15204,-0.02207,-288.334,-0.16692,-0.02423,5382.59,-462.663,-0.08596,-0.03889,-574.539,-0.10674,-0.04829,0.41098,0.57291,140086,11.77391,284152,23.88233,-23427.8,-0.16724,-1.96905,64057,5.38385,6544.81,0.10217,0.55008,76029,6.39007,-29972.61,-0.39423,-2.51913,0.00108,-0.00439,-2210,-0.18575,-634.2,-0.00728,-0.0533,-2576,-0.21651,-3674.1,-0.3088,-425.75,-0.00083,-0.03578,1464.1,0.12305,-208.45,0.00476,-0.01752,0
6ii0_11,0.42619,0.59689,61916.5,12.9343,0,120782,25.23125,-9329.29,-0.15068,-1.94888,32407.6,6.76992,624.299,0.01926,0.13042,29508.9,6.16438,-9953.589,-0.33731,-2.0793,285,0.42029,1124.51,-3.07241,-0.00273,-0.00064,-9.03116,-0.00803,-0.00189,2616.29,-318.861,-0.12188,-0.06661,-191.403,-0.07316,-0.03998,0.42841,0.59825,63412.2,13.24675,122549,25.60038,-9770.47,-0.15408,-2.04104,34774.2,7.2643,181.621,0.00522,0.03794,28638,5.98245,-9952.091,-0.34751,-2.07898,-0.00222,-0.00136,-1495.7,-0.31245,441.18,0.0034,0.09216,-1767,-0.36912,-2366.6,-0.49438,442.678,0.01404,0.09248,870.9,0.18193,-1.498,0.01021,-0.00031,0
6ii0_6,0.50517,0.65799,58526.5,12.22613,0,116231,24.28055,-12792.8,-0.21858,-2.6724,27199.6,5.68197,-1558.79,-0.05731,-0.32563,31326.9,6.54416,-11234.01,-0.35861,-2.34677,919,0.51656,3709.43,-1776.77,-0.47899,-0.37117,-1877.1,-0.50603,-0.39212,7587.62,-2177.39,-0.28697,-0.45485,-2871.16,-0.3784,-0.59978,0.42842,0.59825,63412.6,13.24684,122550,25.60058,-9770.44,-0.15408,-2.04104,34774.5,7.26436,181.682,0.00522,0.03795,28638.1,5.98247,-9952.122,-0.34751,-2.07899,0.07675,0.05974,-4886.1,-1.0207,-3022.36,-0.0645,-0.63137,-6319,-1.32003,-7574.9,-1.58239,-1740.472,-0.06253,-0.36358,2688.8,0.56169,-1281.888,-0.01109,-0.26779,0
6ii0_7,0.42364,0.59009,58640.3,12.99652,0,114036,25.27394,-8905.94,-0.15187,-1.97383,30956.3,6.86088,638.31,0.02062,0.14147,27684,6.13564,-9544.25,-0.34476,-2.1153,355,0.17844,1332.02,-151.461,-0.11371,-0.03357,-132.382,-0.09938,-0.02934,3957.08,-379.245,-0.09584,-0.08405,-368.505,-0.09313,-0.08167,0.42639,0.59781,60418.8,13.39069,116017,25.71299,-8697.71,-0.14396,-1.92768,33803.4,7.49189,759.334,0.02246,0.16829,26615.4,5.8988,-9457.044,-0.35532,-2.09598,-0.00274,-0.00772,-1778.5,-0.39417,-208.23,-0.00792,-0.04615,-1981,-0.43905,-2847.1,-0.63101,-121.024,-0.00184,-0.02682,1068.6,0.23684,-87.206,0.01057,-0.01933,0
6iii_1,0.51867,0.66378,84304.8,11.38946,0,171360,23.1505,-19662.9,-0.23324,-2.65643,34725.5,4.69137,307.509,0.00886,0.04154,49579.3,6.6981,-19970.409,-0.4028,-2.69797,418,0.41508,1673.48,-424.148,-0.25345,-0.0573,-432.465,-0.25842,-0.05843,4194.66,-476.971,-0.11371,-0.06444,-659.411,-0.1572,-0.08909,0.51481,0.66255,86572.1,11.69577,174062,23.51554,-19501,-0.22526,-2.63456,38289.5,5.17286,208.59,0.00545,0.02818,48282.6,6.52291,-19709.59,-0.40821,-2.66274,0.00386,0.00123,-2267.3,-0.30631,-161.9,-0.00798,-0.02187,-2702,-0.36504,-3564,-0.48149,98.919,0.00341,0.01336,1296.7,0.17518,-260.819,0.00542,-0.03524,0
6iny_1,0.52494,0.64126,84098.3,11.36156,0,170940,23.09376,-19793.3,-0.23536,-2.67405,34488.6,4.65936,455.925,0.01322,0.06159,49609.7,6.7022,-20249.225,-0.40817,-2.73564,428,0.42708,1686.57,-481.194,-0.28531,-0.06501,-482.621,-0.28616,-0.0652,4383.15,-514.191,-0.11731,-0.06947,-734.356,-0.16754,-0.09921,0.52011,0.64044,86365.8,11.6679,173580,23.45042,-19612.7,-0.22709,-2.64965,38091.3,5.14608,303.548,0.00797,0.04101,48274.5,6.52182,-19916.248,-0.41256,-2.69066,0.00483,0.00082,-2267.5,-0.30634,-180.6,-0.00827,-0.0244,-2640,-0.35666,-3602.7,-0.48672,152.377,0.00525,0.02059,1335.2,0.18038,-332.977,0.00439,-0.04498,0
6j09_4,0.46383,0.64017,65703.2,12.87288,0,128619,25.19965,-12756.3,-0.19415,-2.49928,34729,6.80427,-1927.4,-0.0555,-0.37763,30974.2,6.06861,-10828.9,-0.34961,-2.12165,318,0.44385,1269.37,-256.048,-0.20171,-0.05017,-269.423,-0.21225,-0.05279,3000.29,-507.543,-0.16916,-0.09944,-549.579,-0.18318,-0.10768,0.45776,0.64707,67395.2,13.20439,130727,25.61266,-12644.6,-0.18762,-2.47739,37348.5,7.3175,-1981.47,-0.05305,-0.38822,30046.7,5.88689,-10663.13,-0.35489,-2.08917,0.00607,-0.00691,-1692,-0.3315,-111.7,-0.00653,-0.02188,-2108,-0.41301,-2619.5,-0.51322,54.07,-0.00244,0.01059,927.5,0.18172,-165.77,0.00527,-0.03248,0
6j09_5,0.4672,0.65165,65570.3,12.84685,0,128320,25.14107,-13022.7,-0.19861,-2.55147,34376.1,6.73513,-2111.7,-0.06143,-0.41373,31194.2,6.11172,-10911,-0.34978,-2.13774,350,0.4413,1445.4,-306.19,-0.21184,-0.05999,-315.516,-0.21829,-0.06182,3589.48,-768.948,-0.21422,-0.15066,-755.84,-0.21057,-0.14809,0.45784,0.64709,67395.9,13.20453,130729,25.61305,-12646,-0.18764,-2.47766,37348.9,7.31757,-1981.35,-0.05305,-0.3882,30047,5.88695,-10664.65,-0.35493,-2.08947,0.00936,0.00456,-1825.6,-0.35768,-376.7,-0.01097,-0.0738,-2409,-0.47198,-2972.8,-0.58245,-130.35,-0.00838,-0.02554,1147.2,0.22476,-246.35,0.00516,-0.04827,0
6j20_3,0.45811,0.61275,80179.8,12.73908,0,158201,25.13521,-11440.5,-0.14269,-1.81768,39498.1,6.27552,10070.6,0.25496,1.60003,40681.7,6.46357,-21511.1,-0.52877,-3.41772,298,0.3859,1200.82,-245.679,-0.20459,-0.03903,-293.59,-0.24449,-0.04665,3427.43,-228.085,-0.06655,-0.03624,-425.064,-0.12402,-0.06753,0.45352,0.61494,81773,12.99221,159962,25.415,-10975.4,-0.13422,-1.74379,42045.8,6.6803,10457.4,0.24871,1.66149,39727.2,6.31192,-21432.8,-0.5395,-3.40527,0.00459,-0.00218,-1593.2,-0.25313,-465.1,-0.00847,-0.0739,-1761,-0.27979,-2547.7,-0.40478,-386.8,0.00625,-0.06146,954.5,0.15165,-78.3,0.01073,-0.01244,0
6jdu_3,0.45121,0.61428,79847.1,12.62604,0,159702,25.25332,-11187.6,-0.14011,-1.76907,41005.4,6.48409,4977.34,0.12138,0.78706,38841.7,6.14195,-16164.94,-0.41617,-2.55613,406,0.31374,1608.89,-170.589,-0.10603,-0.02697,-153.01,-0.0951,-0.0242,4302.35,79.217,0.01841,0.01253,-34.3148,-0.00798,-0.00543,0.45152,0.62297,81964.9,12.96093,162138,25.63852,-10806.3,-0.13184,-1.70878,44499.7,7.03664,5224.85,0.11741,0.82619,37465.2,5.92429,-16031.15,-0.42789,-2.53497,-0.00031,-0.00869,-2117.8,-0.33488,-381.3,-0.00827,-0.06029,-2436,-0.3852,-3494.3,-0.55255,-247.51,0.00397,-0.03914,1376.5,0.21766,-133.79,0.01172,-0.02116,0
6jj4_4,0.50944,0.66574,82146.7,11.75203,0,165712,23.70701,-18003.9,-0.21917,-2.57567,36805.2,5.26541,-371.167,-0.01008,-0.0531,45341.5,6.48662,-17632.733,-0.38889,-2.52257,358,0.43903,1346.67,-495.036,-0.3676,-0.07082,-520.467,-0.38648,-0.07446,4150.32,-1174.87,-0.28308,-0.16808,-1252.79,-0.30185,-0.17923,0.49867,0.65933,83921.8,12.00598,167606,23.97797,-17692.7,-0.21082,-2.53114,39688.6,5.67791,-448.537,-0.0113,-0.06417,44233.2,6.32807,-17244.163,-0.38985,-2.46698,0.01077,0.0064,-1775.1,-0.25395,-311.2,-0.00834,-0.04452,-1894,-0.27096,-2883.4,-0.4125,77.37,0.00122,0.01107,1108.3,0.15856,-388.57,0.00096,-0.05559,0
6jod_12,0.39547,0.60124,63420.8,12.83822,0,124921,25.28765,-7832.37,-0.1235,-1.5855,32238.5,6.52601,9272.32,0.28762,1.87699,31182.3,6.31221,-17104.69,-0.54854,-3.46249,296,0.19002,1236.64,-119.772,-0.09685,-0.02425,-134.341,-0.10863,-0.02719,4212.46,-721.719,-0.17133,-0.1461,-594.869,-0.14122,-0.12042,0.39802,0.61249,65023,13.16255,126649,25.63745,-8301.33,-0.12767,-1.68043,34921.7,7.06917,8689.98,0.24884,1.75911,30101.3,6.09338,-16991.31,-0.56447,-3.43954,-0.00255,-0.01125,-1602.2,-0.32433,468.96,0.00417,0.09493,-1728,-0.3498,-2683.2,-0.54316,582.34,0.03877,0.11788,1081,0.21883,-113.38,0.01593,-0.02295,0
6jol_2,0.5089,0.6563,53408.9,12.09441,0,106693,24.16055,-11659.2,-0.2183,-2.64022,25149,5.69497,1118.84,0.04449,0.25336,28259.9,6.39943,-12778.04,-0.45216,-2.89358,242,0.4272,983.962,-418.567,-0.42539,-0.09478,-411.746,-0.41846,-0.09324,2562.96,-362.68,-0.14151,-0.08213,-591.171,-0.23066,-0.13387,0.49692,0.6511,54726.6,12.3928,108286,24.52129,-11080,-0.20246,-2.50906,27258.7,6.17271,1364.3,0.05005,0.30894,27467.9,6.22009,-12444.3,-0.45305,-2.818,0.01198,0.00521,-1317.7,-0.29839,-579.2,-0.01584,-0.13116,-1593,-0.36073,-2109.7,-0.47774,-245.46,-0.00556,-0.05558,792,0.17935,-333.74,0.00089,-0.07558,0
6jsd_1,0.58077,0.74189,29143.8,12.42276,0,57584.8,24.54595,-7156,-0.24554,-3.0503,14879.9,6.34267,495.913,0.03333,0.21139,14263.9,6.08009,-7651.913,-0.53645,-3.26168,777,0.60754,3387.79,-2200.49,-0.64954,-0.93798,-2284.13,-0.67422,-0.97363,7414.49,-1720.87,-0.2321,-0.73353,-2948.06,-0.39761,-1.25663,0.42105,0.62769,33443.8,14.25567,63559.4,27.09267,-3105.36,-0.09285,-1.32368,21728.5,9.26194,3015.53,0.13878,1.28539,11715.3,4.99373,-6120.89,-0.52247,-2.60908,0.15972,0.1142,-4300,-1.83291,-4050.64,-0.15269,-1.72662,-5974.6,-2.54672,-6848.6,-2.91927,-2519.617,-0.10545,-1.07401,2548.6,1.08636,-1531.023,-0.01398,-0.65261,0
6jtz_1,0.53457,0.68345,57828.7,12.08289,0,115752,24.18554,-13424.4,-0.23214,-2.80493,26438.9,5.52422,-1031.66,-0.03902,-0.21556,31389.8,6.55867,-12392.74,-0.3948,-2.58937,382,0.36376,1567.06,-601.924,-0.38411,-0.12577,-595.592,-0.38007,-0.12444,3602.88,-845.161,-0.23458,-0.17659,-989.408,-0.27462,-0.20673,0.52465,0.67792,59879.5,12.51139,118238,24.70497,-12668.7,-0.21157,-2.64703,29694,6.20435,-732.388,-0.02466,-0.15303,30185.5,6.30704,-11936.312,-0.39543,-2.49401,0.00992,0.00553,-2050.8,-0.4285,-755.7,-0.02057,-0.1579,-2486,-0.51943,-3255.1,-0.68013,-299.272,-0.01436,-0.06253,1204.3,0.25163,-456.428,0.00063,-0.09537,0
6k4p_3,0.45148,0.6072,266501,12.63517,0,526758,24.9743,-52657.6,-0.19759,-2.49657,134232,6.36412,-6700.92,-0.04992,-0.3177,132269,6.27105,-45956.68,-0.34745,-2.17887,74,0.16964,323.031,-25.8782,-0.08011,-0.00123,-29.0458,-0.08992,-0.00138,1302.36,-96.8806,-0.07439,-0.00459,-88.0753,-0.06763,-0.00418,0.45169,0.60825,266934,12.6557,527264,24.99829,-52602.9,-0.19706,-2.49397,134973,6.39925,-6672.37,-0.04943,-0.31635,131961,6.25645,-45930.53,-0.34806,-2.17763,-0.00021,-0.00105,-433,-0.02053,-54.7,-0.00053,-0.00259,-506,-0.02399,-741,-0.03513,-28.55,-0.00049,-0.00135,308,0.0146,-26.15,0.00061,-0.00124,0
6k6n_1,0.38819,0.56725,31986.7,12.66298,0,62458.2,24.72613,-3929.66,-0.12285,-1.55568,17007.6,6.73302,1388.42,0.08164,0.54965,14979.1,5.92997,-5318.08,-0.35503,-2.10534,308,0.30712,1257.56,-567.348,-0.45115,-0.2246,-579.36,-0.4607,-0.22936,3117.49,-376.977,-0.12092,-0.14924,-712.7,-0.22861,-0.28215,0.36767,0.55881,33702.5,13.34224,64522.6,25.54339,-3233.16,-0.09593,-1.27995,19676.5,7.78959,1619.93,0.08233,0.6413,14026,5.55265,-4853.09,-0.34601,-1.92125,0.02052,0.00845,-1715.8,-0.67926,-696.5,-0.02692,-0.27573,-2064.4,-0.81726,-2668.9,-1.05657,-231.51,-0.00069,-0.09165,953.1,0.37732,-464.99,-0.00903,-0.18408,0
6kc6_7,0.41034,0.5895,41448.3,13.23804,0,79976.1,25.54331,-5932.62,-0.14313,-1.8948,23412.2,7.47755,233.084,0.00996,0.07444,18036.1,5.76049,-6165.704,-0.34185,-1.96924,181,0.17705,678.907,-34.1584,-0.05031,-0.01091,-28.6114,-0.04214,-0.00914,2436.65,-353.835,-0.14521,-0.11301,-280.171,-0.11498,-0.08948,0.41198,0.60395,42333.5,13.52076,80949.9,25.85433,-6022.33,-0.14226,-1.92345,24897.8,7.95203,73.939,0.00297,0.02362,17435.7,5.56873,-6096.269,-0.34964,-1.94707,-0.00164,-0.01444,-885.2,-0.28272,89.71,-0.00087,0.02865,-973.8,-0.31102,-1485.6,-0.47448,159.145,0.00699,0.05083,600.4,0.19176,-69.435,0.00779,-0.02218,0
6lnp_1,0.4678,0.63105,67293.6,12.21743,0,134620,24.44081,-12133.7,-0.18031,-2.20292,32494.5,5.89951,769.896,0.02369,0.13978,34799.1,6.31792,-12903.596,-0.3708,-2.3427,245,0.3592,1037.68,-364.679,-0.35144,-0.06621,-383.971,-0.37003,-0.06971,2347.49,-281.476,-0.11991,-0.0511,-468.807,-0.19971,-0.08511,0.45453,0.6224,68694.1,12.4717,136319,24.74927,-11513.8,-0.16761,-2.09038,34681,6.29648,1072.52,0.03093,0.19472,34013.1,6.17522,-12586.32,-0.37004,-2.2851,0.01326,0.00866,-1400.5,-0.25427,-619.9,-0.0127,-0.11255,-1699,-0.30846,-2186.5,-0.39697,-302.624,-0.00723,-0.05494,786,0.1427,-317.276,-0.00076,-0.0576,0
6mac_5,0.50434,0.70308,16178.4,13.26098,0,31742.3,26.01828,-2629.35,-0.16252,-2.1552,9368.01,7.6787,1018.14,0.10868,0.83454,6810.39,5.58229,-3647.49,-0.53558,-2.98975,286,0.49853,1102.81,-457.679,-0.41501,-0.37515,-475.57,-0.43123,-0.38981,2557.24,-557.82,-0.21813,-0.45723,-735.855,-0.28775,-0.60316,0.42369,0.64487,17583.8,14.41295,33573.6,27.51934,-1608.71,-0.09149,-1.31861,11683.6,9.57672,1719.43,0.14717,1.40937,5900.2,4.83623,-3328.14,-0.56407,-2.72798,0.08065,0.05821,-1405.4,-1.15197,-1020.64,-0.07103,-0.83659,-1831.3,-1.50107,-2315.59,-1.89802,-701.29,-0.03848,-0.57483,910.19,0.74606,-319.35,0.0285,-0.26176,0
6mav_7,0.52196,0.67987,33301.2,12.50045,0,66143.6,24.82868,-5856.36,-0.17586,-2.19833,16960.3,6.36648,2230.73,0.13153,0.83736,16340.9,6.13397,-8087.09,-0.4949,-3.03569,194,0.4774,783.663,-310.314,-0.39598,-0.11648,-324.966,-0.41468,-0.12198,1956.92,-107.444,-0.0549,-0.04033,-331.628,-0.16946,-0.12448,0.48973,0.65959,34364.3,12.89951,67383.1,25.29396,-5059.81,-0.14724,-1.89933,18596.2,6.98056,2850.89,0.1533,1.07015,15768.1,5.91896,-7910.7,-0.50169,-2.96948,0.03224,0.02028,-1063.1,-0.39906,-796.55,-0.02862,-0.29901,-1239.5,-0.46528,-1635.9,-0.61408,-620.16,-0.02178,-0.23279,572.8,0.21502,-176.39,0.00679,-0.06621,0
6mxd_2,0.55021,0.68066,42341,12.31917,0,84765.5,24.66264,-10531.9,-0.24874,-3.06427,20914.4,6.08507,-758.321,-0.03626,-0.22063,21426.6,6.2341,-9773.579,-0.45614,-2.84364,248,0.58442,987.783,-418.667,-0.42385,-0.12181,-427.574,-0.43286,-0.1244,1984.49,-475.94,-0.23983,-0.13848,-607.935,-0.30634,-0.17688,0.52783,0.66863,43590.7,12.68278,86360.4,25.12668,-9776.01,-0.22427,-2.84434,22981.3,6.68644,-341.258,-0.01485,-0.09929,20609.4,5.99633,-9434.752,-0.45779,-2.74505,0.02238,0.01202,-1249.7,-0.3636,-755.89,-0.02447,-0.21993,-1594.9,-0.46404,-2066.9,-0.60137,-417.063,-0.02141,-0.12135,817.2,0.23777,-338.827,0.00165,-0.09858,0
6n5z_1,0.46905,0.63828,33666.2,13.04386,0,65552.6,25.39814,-6227.35,-0.18497,-2.41277,18789.4,7.27989,-1073.01,-0.05711,-0.41573,14876.8,5.76397,-5154.34,-0.34647,-1.99703,343,0.54228,1301.2,-792.476,-0.60903,-0.30704,-849.679,-0.653,-0.32921,3350.9,-985.741,-0.29417,-0.38192,-1409.25,-0.42056,-0.54601,0.40117,0.60443,35355.7,13.69845,67706.8,26.23278,-4767.27,-0.13484,-1.84706,21438.1,8.30612,-202.33,-0.00944,-0.07839,13917.6,5.39233,-4564.94,-0.328,-1.76867,0.06788,0.03385,-1689.5,-0.65459,-1460.08,-0.05014,-0.5657,-2154.2,-0.83464,-2648.7,-1.02623,-870.68,-0.04767,-0.33734,959.2,0.37164,-589.4,-0.01847,-0.22836,0
6nc7_1,0.45265,0.60367,88379.2,12.20539,0,175757,24.27248,-11360,-0.12854,-1.56884,40866.4,5.64375,15872.9,0.38841,2.19209,47512.8,6.56164,-27232.9,-0.57317,-3.76093,283,0.36852,1086.93,-205.653,-0.18921,-0.0284,-195.18,-0.17957,-0.02695,2761.72,-359.016,-0.13,-0.04958,-385.787,-0.13969,-0.05328,0.44854,0.60544,89788.4,12.4,177446,24.50573,-11091,-0.12352,-1.53169,43173.6,5.96238,15978.6,0.3701,2.20668,46614.8,6.43762,-27069.6,-0.58071,-3.73838,0.00411,-0.00177,-1409.2,-0.19461,-269,-0.00501,-0.03715,-1689,-0.23326,-2307.2,-0.31863,-105.7,0.01831,-0.0146,898,0.12402,-163.3,0.00754,-0.02255,0
6nfl_3,0.57457,0.71119,36628.5,12.19324,0,72554.4,24.1526,-9059.84,-0.24734,-3.01593,17731.3,5.90256,121.97,0.00688,0.0406,18897.2,6.29068,-9181.81,-0.48588,-3.05653,182,0.46945,829.62,-484.616,-0.58414,-0.16132,-484.815,-0.58438,-0.16139,1817.57,-557.284,-0.30661,-0.18551,-711.317,-0.39136,-0.23679,0.5573,0.69654,37723.7,12.55782,73992,24.63116,-8417.08,-0.22312,-2.80196,19469.1,6.48106,364.427,0.01872,0.12131,18254.6,6.07676,-8781.507,-0.48106,-2.92327,0.01727,0.01465,-1095.2,-0.36458,-642.76,-0.02422,-0.21397,-1437.6,-0.47856,-1737.8,-0.5785,-242.457,-0.01184,-0.08071,642.6,0.21391,-400.303,-0.00482,-0.13326,0
6np6_5,0.57239,0.7294,28637.3,12.21728,0,57560.5,24.55653,-7140.04,-0.24933,-3.04609,13262.2,5.65794,211.079,0.01592,0.09005,15375.1,6.55934,-7351.119,-0.47812,-3.13614,466,0.51102,2076.11,-1031.01,-0.49661,-0.43985,-1162.74,-0.56006,-0.49605,4054.93,-1075.24,-0.26517,-0.45872,-1657.46,-0.40875,-0.70711,0.49151,0.66488,31402.6,13.39701,61250,26.13055,-5696.02,-0.18139,-2.43004,17451.8,7.44531,942.923,0.05403,0.40227,13950.8,5.95171,-6638.943,-0.47588,-2.83231,0.08089,0.06451,-2765.3,-1.17974,-1444.02,-0.06794,-0.61605,-3689.5,-1.57402,-4189.6,-1.78737,-731.844,-0.03811,-0.31222,1424.3,0.60764,-712.176,-0.00224,-0.30383,0
6o8b_4,0.44773,0.60065,131593,12.38522,0,263016,24.75445,-25939.1,-0.19712,-2.44133,64469,6.06767,-1788.39,-0.02774,-0.16832,67124,6.31755,-24150.71,-0.35979,-2.27301,124,0.0936,428.64,-16.2892,-0.038,-0.00153,-14.743,-0.03439,-0.00139,1505.07,69.8633,0.04642,0.00658,46.7282,0.03105,0.0044,0.44819,0.60409,132141,12.4368,263632,24.81242,-25747.4,-0.19485,-2.42328,65404.1,6.15568,-1605.33,-0.02454,-0.15109,66736.9,6.28112,-24142.07,-0.36175,-2.27219,-0.00046,-0.00345,-548,-0.05158,-191.7,-0.00227,-0.01804,-616,-0.05798,-935.1,-0.08801,-183.06,-0.0032,-0.01723,387.1,0.03643,-8.64,0.00196,-0.00081,0
6o9q_5,0.53635,0.68545,96979.6,11.7551,0,193738,23.48339,-23126.9,-0.23847,-2.80326,41611.6,5.04383,311.289,0.00748,0.03773,55368,6.71127,-23438.189,-0.42332,-2.84099,280,0.29489,1159.68,-53.9589,-0.04653,-0.00654,-24.782,-0.02137,-0.003,3092.22,-329.325,-0.1065,-0.03992,-217.498,-0.07034,-0.02636,0.53891,0.68597,98462.3,11.93482,195446,23.69042,-23418.5,-0.23784,-2.83861,44076.5,5.34261,18.7173,0.00042,0.00227,54385.8,6.59222,-23437.2173,-0.43094,-2.84087,-0.00257,-0.00052,-1482.7,-0.17972,291.6,-0.00063,0.03535,-1708,-0.20703,-2464.9,-0.29878,292.5717,0.00706,0.03546,982.2,0.11905,-0.9717,0.00763,-0.00012,0
6orf_1,0.5405,0.67264,81447.1,11.37529,0,165102,23.05894,-21914.3,-0.26906,-3.06066,34098.7,4.76239,-2116.96,-0.06208,-0.29566,47348.4,6.61291,-19797.34,-0.41812,-2.76499,262,0.41219,955.746,-368.433,-0.38549,-0.05146,-366.222,-0.38318,-0.05115,3121.36,-588.625,-0.18858,-0.08221,-711.422,-0.22792,-0.09936,0.53685,0.67855,82715.3,11.55242,166528,23.2581,-21856.4,-0.26424,-3.05257,36192.8,5.05486,-2386.2,-0.06593,-0.33327,46522.5,6.49756,-19470.2,-0.41851,-2.7193,0.00365,-0.00591,-1268.2,-0.17712,-57.9,-0.00483,-0.00809,-1426,-0.19916,-2094.1,-0.29247,269.24,0.00385,0.0376,825.9,0.11535,-327.14,0.00039,-0.04569,0
6otn_2,0.13557,0.50918,18680.3,15.89813,0,33304.8,28.34451,-631.242,-0.03379,-0.53723,12465.7,10.60911,-500.512,-0.04015,-0.42597,6214.6,5.28902,-130.73,-0.02104,-0.11126,244,0.22366,957.691,-465.249,-0.4858,-0.39596,-458.665,-0.47893,-0.39035,2783.58,-1079.69,-0.38788,-0.91889,-1125.39,-0.4043,-0.95778,0.12509,0.49434,19978.8,17.00323,34799.5,29.6166,-809.91,-0.04054,-0.68929,14511,12.34979,-1121.87,-0.07731,-0.95478,5467.8,4.65345,311.96,0.05705,0.2655,0.01048,0.01484,-1298.5,-1.10511,178.668,0.00675,0.15206,-1494.7,-1.27209,-2045.3,-1.74068,621.358,0.03716,0.52882,746.8,0.63557,-442.69,-0.07809,-0.37676,0
6p40_1,0.59099,0.67839,72064,11.93113,0,145145,24.03063,-21496.1,-0.29829,-3.55896,34046.8,5.63689,-2396.81,-0.0704,-0.39682,38017.2,6.29424,-19099.29,-0.50239,-3.16213,463,0.4444,1746.63,-931.505,-0.53332,-0.15422,-969.839,-0.55526,-0.16057,4296.73,-858.427,-0.19979,-0.14212,-1358.89,-0.31626,-0.22498,0.57115,0.67114,74378,12.31424,147978,24.49967,-20058.4,-0.26968,-3.32093,37748.4,6.24974,-1772.07,-0.04694,-0.29339,36629.6,6.0645,-18286.33,-0.49922,-3.02754,0.01984,0.00725,-2314,-0.38311,-1437.7,-0.02861,-0.23803,-2833,-0.46904,-3701.6,-0.61285,-624.74,-0.02345,-0.10343,1387.6,0.22974,-812.96,-0.00316,-0.1346,0
